Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
Atlanta Hawks,Golden State Warriors,0021800344,111,0.217,0.44,0.318,0.742,41.2,22.9,17.3,8.5,5.6,-10.0,100.8,110.4,0.539,128,0.625,0.492,0.379,0.822,44.9,27.2,14.7,7.0,6.1,4.3,113.9,109.7,0.594,0,12/03/2018
Minnesota Timberwolves,Houston Rockets,0021800348,103,0.478,0.442,0.359,0.814,43.3,22.8,13.5,9.3,5.3,-0.7,108.0,108.9,0.544,91,0.5,0.45,0.345,0.744,42.2,21.8,14.8,8.3,6.2,0.3,112.3,111.9,0.569,1,12/03/2018
Toronto Raptors,Denver Nuggets,0021800347,103,0.833,0.494,0.35,0.797,44.9,24.6,14.7,7.9,5.3,8.6,114.6,106.5,0.593,106,0.682,0.465,0.347,0.751,47.6,26.8,14.3,8.7,4.9,7.7,111.3,103.8,0.555,0,12/03/2018
New Orleans Pelicans,LA Clippers,0021800349,126,0.5,0.476,0.344,0.772,46.4,25.5,14.8,6.7,5.5,1.6,112.5,111.1,0.57,129,0.682,0.472,0.382,0.809,44.9,21.5,13.6,5.8,5.3,4.7,112.6,107.8,0.575,0,12/03/2018
Phoenix Suns,Sacramento Kings,0021800353,105,0.174,0.457,0.339,0.772,39.4,23.1,16.3,7.9,4.1,-10.6,102.1,112.4,0.55,122,0.5,0.475,0.385,0.696,42.9,23.4,14.1,7.7,4.1,-2.7,108.0,110.5,0.559,0,12/04/2018
Miami Heat,Orlando Magic,0021800351,90,0.409,0.433,0.362,0.702,46.5,21.4,15.4,7.3,6.3,-1.4,105.6,106.9,0.533,105,0.478,0.455,0.35,0.781,42.4,26.3,13.7,7.3,5.7,-2.3,106.3,108.6,0.547,0,12/04/2018
Utah Jazz,San Antonio Spurs,0021800354,139,0.458,0.458,0.326,0.713,42.6,23.4,15.7,8.5,5.4,-2.3,105.1,107.8,0.555,105,0.478,0.457,0.389,0.82,44.5,23.8,12.4,5.8,4.1,-2.9,109.6,112.4,0.551,1,12/04/2018
Indiana Pacers,Chicago Bulls,0021800350,96,0.565,0.478,0.38,0.726,42.8,24.8,15.1,9.5,5.2,3.6,107.8,104.0,0.561,90,0.208,0.441,0.34,0.779,41.0,21.6,14.9,7.5,4.8,-9.4,101.1,110.6,0.535,1,12/04/2018
Dallas Mavericks,Portland Trail Blazers,0021800352,111,0.524,0.461,0.358,0.754,44.4,22.2,16.2,7.6,4.7,1.9,108.7,107.2,0.569,102,0.565,0.457,0.358,0.824,48.6,20.5,14.5,6.1,4.5,1.2,111.6,110.4,0.562,1,12/04/2018
Los Angeles Lakers,San Antonio Spurs,0021800364,121,0.609,0.476,0.345,0.706,44.5,22.9,15.4,8.0,6.1,1.6,108.0,106.2,0.56,113,0.458,0.458,0.386,0.822,43.9,23.8,12.5,5.9,4.2,-4.2,109.3,113.3,0.551,1,12/05/2018
Brooklyn Nets,Oklahoma City Thunder,0021800358,112,0.32,0.441,0.345,0.733,44.8,22.3,14.7,6.7,4.0,-2.4,108.2,110.2,0.543,114,0.682,0.451,0.314,0.72,47.3,21.8,14.1,10.1,5.6,7.2,107.9,100.8,0.537,0,12/05/2018
Orlando Magic,Denver Nuggets,0021800356,118,0.5,0.454,0.355,0.779,42.6,26.2,13.8,7.3,5.6,-1.6,106.6,108.1,0.547,124,0.696,0.465,0.348,0.745,47.6,27.0,14.5,8.7,4.8,7.5,110.9,103.6,0.554,0,12/05/2018
Cleveland Cavaliers,Golden State Warriors,0021800355,105,0.217,0.442,0.352,0.8,45.2,19.6,14.7,7.1,2.4,-8.1,105.4,113.6,0.53,129,0.64,0.496,0.384,0.824,44.6,27.3,14.8,7.1,6.2,4.8,114.2,109.5,0.598,0,12/05/2018
Milwaukee Bucks,Detroit Pistons,0021800361,115,0.682,0.488,0.361,0.764,48.1,26.1,14.6,6.7,5.7,9.6,115.6,106.0,0.597,92,0.619,0.433,0.324,0.737,46.2,20.9,14.2,6.9,3.7,1.0,107.5,106.5,0.531,1,12/05/2018
Atlanta Hawks,Washington Wizards,0021800357,117,0.208,0.442,0.314,0.742,40.9,22.9,17.3,8.5,5.5,-10.2,100.9,110.8,0.539,131,0.417,0.459,0.323,0.752,39.3,22.9,13.5,8.2,6.0,-4.8,107.2,112.0,0.556,0,12/05/2018
Minnesota Timberwolves,Charlotte Hornets,0021800362,121,0.5,0.442,0.364,0.809,43.3,22.8,13.6,9.4,5.4,-0.2,108.0,108.4,0.544,104,0.478,0.461,0.355,0.793,42.9,23.7,12.3,7.5,5.4,3.6,111.8,108.5,0.564,1,12/05/2018
Toronto Raptors,Philadelphia 76ers,0021800359,113,0.8,0.492,0.346,0.801,44.7,24.6,14.8,8.0,5.3,8.1,114.0,106.4,0.592,102,0.68,0.462,0.352,0.775,45.8,25.3,15.2,6.5,5.2,2.3,109.0,106.9,0.571,1,12/05/2018
Memphis Grizzlies,LA Clippers,0021800360,96,0.591,0.457,0.369,0.758,40.0,24.2,13.9,9.0,6.1,1.3,106.3,104.8,0.556,86,0.696,0.476,0.383,0.807,44.6,21.8,13.6,5.7,5.1,4.6,113.3,108.6,0.579,1,12/05/2018
New Orleans Pelicans,Dallas Mavericks,0021800363,132,0.48,0.479,0.345,0.769,46.0,25.7,14.5,6.8,5.5,1.4,113.0,111.8,0.572,106,0.545,0.46,0.359,0.75,44.6,22.3,16.0,7.7,4.7,2.2,108.7,106.9,0.567,1,12/05/2018
Boston Celtics,New York Knicks,0021800365,128,0.565,0.445,0.359,0.787,45.2,24.6,13.4,8.1,5.1,4.3,107.2,103.1,0.549,100,0.32,0.438,0.344,0.785,45.0,18.7,14.5,7.1,5.1,-5.4,106.7,111.8,0.535,1,12/06/2018
Portland Trail Blazers,Phoenix Suns,0021800366,108,0.542,0.457,0.356,0.824,48.6,20.5,14.7,6.1,4.5,0.8,111.2,110.2,0.562,86,0.167,0.456,0.335,0.774,39.5,23.3,16.5,8.0,4.1,-10.9,102.0,112.6,0.55,1,12/06/2018
Utah Jazz,Houston Rockets,0021800367,118,0.48,0.464,0.338,0.717,42.5,24.0,15.8,8.6,5.4,-0.8,106.3,107.5,0.563,91,0.478,0.449,0.342,0.747,42.0,22.0,15.1,8.4,6.2,-0.3,111.7,111.7,0.568,1,12/06/2018
San Antonio Spurs,Los Angeles Lakers,0021800375,133,0.44,0.458,0.38,0.828,44.0,23.6,12.4,6.0,4.1,-4.3,109.2,113.4,0.551,120,0.625,0.477,0.346,0.705,44.3,22.8,15.2,7.9,6.0,1.9,108.3,106.3,0.561,1,12/07/2018
Chicago Bulls,Oklahoma City Thunder,0021800373,114,0.2,0.439,0.341,0.781,41.1,21.8,15.0,7.5,4.7,-9.2,100.7,110.0,0.533,112,0.696,0.45,0.316,0.713,47.8,22.1,14.0,10.0,5.6,6.9,108.1,101.2,0.536,1,12/07/2018
Phoenix Suns,Miami Heat,0021800376,98,0.16,0.453,0.33,0.774,39.6,23.1,16.5,8.1,4.0,-11.3,101.4,112.5,0.545,115,0.391,0.432,0.361,0.699,46.6,21.4,15.5,7.3,6.6,-2.0,105.3,107.2,0.531,0,12/07/2018
Brooklyn Nets,Toronto Raptors,0021800371,106,0.308,0.441,0.348,0.735,44.8,22.2,14.7,6.7,4.0,-2.4,108.2,110.3,0.543,105,0.808,0.49,0.344,0.804,45.0,24.6,14.6,8.1,5.2,8.2,113.8,106.1,0.588,1,12/07/2018
Orlando Magic,Indiana Pacers,0021800370,90,0.48,0.455,0.358,0.783,42.4,26.3,13.6,7.1,5.6,-1.8,106.9,108.6,0.549,112,0.583,0.477,0.376,0.732,42.9,24.7,15.3,9.6,5.2,3.7,107.3,103.5,0.561,0,12/07/2018
Cleveland Cavaliers,Sacramento Kings,0021800372,110,0.208,0.441,0.351,0.795,45.1,19.5,14.5,7.1,2.4,-8.8,105.6,114.5,0.53,129,0.522,0.477,0.388,0.694,42.8,23.5,14.1,7.9,4.1,-1.9,108.4,110.1,0.562,0,12/07/2018
Detroit Pistons,Philadelphia 76ers,0021800369,111,0.591,0.43,0.319,0.735,46.2,20.7,14.4,6.8,3.5,-0.1,106.4,106.4,0.527,117,0.654,0.462,0.35,0.775,45.9,25.3,15.4,6.5,5.1,1.8,108.6,107.0,0.57,0,12/07/2018
Milwaukee Bucks,Golden State Warriors,0021800377,95,0.696,0.487,0.36,0.768,47.8,25.9,14.6,6.9,5.6,10.1,115.2,105.0,0.597,105,0.654,0.497,0.391,0.826,44.7,27.4,14.6,7.1,6.2,5.5,114.9,109.5,0.6,0,12/07/2018
Charlotte Hornets,Denver Nuggets,0021800368,113,0.458,0.459,0.356,0.793,42.8,23.9,12.2,7.5,5.2,2.8,111.4,108.9,0.561,107,0.708,0.468,0.355,0.736,47.3,27.2,14.3,8.5,4.7,7.4,111.3,104.0,0.557,1,12/07/2018
New Orleans Pelicans,Memphis Grizzlies,0021800374,103,0.5,0.482,0.355,0.765,45.8,26.0,14.4,7.0,5.5,2.3,113.4,111.3,0.575,107,0.609,0.456,0.363,0.752,40.4,23.9,14.0,9.0,6.1,1.7,105.9,103.9,0.554,0,12/07/2018
Chicago Bulls,Boston Celtics,0021800383,77,0.231,0.442,0.346,0.777,40.9,21.9,15.2,7.8,4.7,-8.8,100.9,109.8,0.536,133,0.583,0.449,0.359,0.79,45.2,24.9,13.2,8.1,5.1,5.3,107.9,102.9,0.553,0,12/08/2018
New York Knicks,Brooklyn Nets,0021800382,104,0.308,0.436,0.344,0.785,45.1,18.8,14.6,7.0,5.1,-6.2,106.4,112.3,0.534,112,0.333,0.44,0.346,0.734,45.2,22.1,14.9,6.7,3.9,-2.3,107.8,109.8,0.542,0,12/08/2018
LA Clippers,Miami Heat,0021800386,98,0.667,0.472,0.381,0.806,44.7,21.5,13.8,5.9,5.1,4.0,112.2,108.1,0.576,121,0.417,0.434,0.363,0.705,46.4,21.8,15.4,7.4,6.5,-1.2,105.7,106.8,0.534,0,12/08/2018
Cleveland Cavaliers,Washington Wizards,0021800381,116,0.2,0.445,0.353,0.793,44.7,19.6,14.6,7.0,2.3,-9.2,105.8,115.2,0.533,101,0.44,0.46,0.323,0.757,39.5,23.2,13.5,8.2,5.9,-4.1,107.6,111.7,0.558,1,12/08/2018
Portland Trail Blazers,Minnesota Timberwolves,0021800385,113,0.56,0.458,0.355,0.815,48.9,20.6,14.8,6.3,4.6,1.7,111.1,109.3,0.561,105,0.52,0.446,0.368,0.804,43.5,23.2,13.6,9.2,5.6,0.5,108.4,108.3,0.547,1,12/08/2018
Indiana Pacers,Sacramento Kings,0021800379,107,0.6,0.477,0.375,0.735,43.3,24.8,15.0,9.5,5.4,4.4,107.4,102.9,0.56,97,0.542,0.482,0.391,0.693,42.5,23.8,13.9,7.9,4.1,-1.0,109.3,110.2,0.565,1,12/08/2018
Dallas Mavericks,Houston Rockets,0021800378,107,0.522,0.458,0.355,0.747,44.5,22.4,16.1,7.7,4.6,1.0,108.3,107.7,0.566,104,0.458,0.446,0.338,0.751,42.1,21.6,15.5,8.3,6.1,-1.4,110.9,112.0,0.564,1,12/08/2018
Atlanta Hawks,Denver Nuggets,0021800380,106,0.2,0.442,0.314,0.742,40.7,23.0,17.2,8.7,5.4,-10.3,101.1,111.0,0.54,98,0.68,0.464,0.349,0.739,47.6,27.1,14.1,8.4,5.0,6.9,111.1,104.5,0.553,1,12/08/2018
Memphis Grizzlies,Los Angeles Lakers,0021800384,88,0.625,0.456,0.365,0.752,40.6,24.2,13.9,9.1,6.2,1.8,106.1,104.0,0.554,111,0.6,0.476,0.344,0.709,44.2,22.8,15.0,7.9,5.8,1.3,108.5,107.0,0.56,0,12/08/2018
San Antonio Spurs,Utah Jazz,0021800390,110,0.462,0.46,0.382,0.83,44.0,23.6,12.3,5.9,4.2,-3.6,109.8,113.3,0.554,97,0.5,0.465,0.335,0.718,42.7,24.0,15.6,8.9,5.3,0.2,106.8,107.0,0.564,1,12/09/2018
New York Knicks,Charlotte Hornets,0021800389,107,0.296,0.437,0.343,0.777,44.9,18.9,14.5,7.0,5.0,-6.3,106.4,112.3,0.534,119,0.48,0.456,0.356,0.8,43.0,23.7,12.1,7.5,5.3,2.9,111.6,108.9,0.561,0,12/09/2018
Detroit Pistons,New Orleans Pelicans,0021800387,108,0.565,0.429,0.317,0.74,46.3,20.7,14.5,6.9,3.5,-0.3,106.5,106.7,0.527,116,0.481,0.481,0.35,0.768,45.7,26.0,14.5,6.9,5.5,2.1,113.1,111.3,0.574,0,12/09/2018
Toronto Raptors,Milwaukee Bucks,0021800388,99,0.778,0.486,0.343,0.805,44.7,24.6,14.6,8.1,5.3,7.8,113.2,105.8,0.586,104,0.667,0.483,0.353,0.765,48.0,25.6,14.8,7.1,5.5,9.3,114.2,104.9,0.592,0,12/09/2018
Philadelphia 76ers,Detroit Pistons,0021800392,116,0.667,0.463,0.348,0.78,45.6,25.3,15.4,6.7,5.4,1.9,108.8,107.0,0.57,102,0.542,0.43,0.317,0.732,46.3,21.0,14.3,7.0,3.6,-0.6,106.6,107.1,0.526,1,12/10/2018
Golden State Warriors,Minnesota Timberwolves,0021800400,116,0.667,0.495,0.392,0.826,44.6,27.6,14.8,7.1,6.2,5.7,114.5,108.8,0.599,108,0.5,0.445,0.37,0.804,43.4,23.3,13.5,9.3,5.6,0.2,108.2,108.3,0.546,1,12/10/2018
Los Angeles Lakers,Miami Heat,0021800401,108,0.615,0.474,0.347,0.71,44.7,22.9,15.1,8.0,5.8,2.1,108.6,106.4,0.56,105,0.44,0.434,0.362,0.706,46.7,21.9,15.2,7.5,6.5,-0.2,106.0,106.2,0.535,1,12/10/2018
Chicago Bulls,Sacramento Kings,0021800394,89,0.222,0.44,0.343,0.774,40.8,21.7,15.3,7.6,4.6,-10.5,100.3,110.9,0.533,108,0.52,0.479,0.386,0.695,42.5,23.9,13.9,7.9,4.3,-1.4,108.9,110.2,0.562,0,12/10/2018
Phoenix Suns,LA Clippers,0021800399,119,0.154,0.453,0.333,0.773,39.7,23.3,16.7,8.0,4.0,-11.6,101.3,112.5,0.546,123,0.64,0.468,0.375,0.806,44.8,21.3,13.8,5.8,5.2,3.0,111.4,108.4,0.572,0,12/10/2018
Boston Celtics,New Orleans Pelicans,0021800393,113,0.6,0.453,0.366,0.788,45.6,25.3,13.0,8.2,5.1,7.3,109.1,102.1,0.558,100,0.5,0.482,0.352,0.771,45.8,26.0,14.7,6.9,5.5,2.3,113.2,111.2,0.576,1,12/10/2018
Milwaukee Bucks,Cleveland Cavaliers,0021800395,108,0.68,0.48,0.354,0.768,48.0,25.5,14.8,7.0,5.5,9.2,114.1,104.9,0.59,92,0.231,0.448,0.359,0.792,45.0,19.9,14.5,6.9,2.4,-8.3,106.6,115.1,0.536,1,12/10/2018
Indiana Pacers,Washington Wizards,0021800391,109,0.615,0.475,0.37,0.741,43.7,24.8,15.1,9.4,5.5,4.6,107.5,102.8,0.559,101,0.423,0.459,0.325,0.755,39.4,23.4,13.4,8.1,5.8,-4.5,107.8,112.2,0.558,1,12/10/2018
Dallas Mavericks,Orlando Magic,0021800397,101,0.542,0.46,0.357,0.748,44.6,22.5,16.2,7.7,4.6,1.1,108.7,107.9,0.567,76,0.462,0.453,0.354,0.783,42.6,26.1,13.7,7.0,5.6,-2.6,106.2,108.7,0.546,1,12/10/2018
Denver Nuggets,Memphis Grizzlies,0021800398,105,0.654,0.46,0.344,0.742,47.6,27.1,14.1,8.5,4.9,6.3,110.5,104.4,0.55,99,0.6,0.454,0.358,0.753,40.4,23.9,13.9,9.3,6.2,0.8,105.5,104.3,0.551,1,12/10/2018
Oklahoma City Thunder,Utah Jazz,0021800396,122,0.667,0.451,0.317,0.711,47.8,22.1,14.3,10.1,5.6,6.6,107.9,101.4,0.536,113,0.481,0.464,0.334,0.719,42.6,24.1,15.7,8.9,5.3,-0.3,106.6,107.3,0.562,1,12/10/2018
San Antonio Spurs,Phoenix Suns,0021800403,111,0.481,0.462,0.382,0.831,44.2,23.8,12.3,5.9,4.3,-3.0,110.0,112.9,0.555,86,0.148,0.455,0.334,0.774,39.6,23.5,16.6,8.2,4.1,-11.3,101.8,112.7,0.547,1,12/11/2018
LA Clippers,Toronto Raptors,0021800404,99,0.654,0.47,0.373,0.806,44.6,21.4,14.0,5.9,5.1,3.0,111.6,108.5,0.574,123,0.75,0.483,0.343,0.806,44.8,24.6,14.5,8.1,5.5,7.4,112.9,105.9,0.583,0,12/11/2018
Houston Rockets,Portland Trail Blazers,0021800402,111,0.44,0.447,0.337,0.753,41.9,21.6,15.4,8.2,6.0,-1.5,111.0,112.2,0.564,104,0.577,0.458,0.353,0.816,49.0,20.7,14.9,6.4,4.8,1.9,111.0,109.1,0.562,1,12/11/2018
Philadelphia 76ers,Brooklyn Nets,0021800408,124,0.679,0.462,0.35,0.774,45.7,25.4,15.4,6.7,5.4,2.3,109.2,107.0,0.57,127,0.357,0.442,0.35,0.729,45.2,22.3,14.9,6.7,4.0,-1.9,107.9,109.6,0.543,0,12/12/2018
Golden State Warriors,Toronto Raptors,0021800415,93,0.679,0.492,0.394,0.829,44.7,27.4,14.8,7.1,6.1,5.8,114.4,108.6,0.598,113,0.759,0.485,0.347,0.805,44.8,24.9,14.3,8.1,5.5,8.0,113.3,105.8,0.584,0,12/12/2018
Cleveland Cavaliers,New York Knicks,0021800406,113,0.222,0.445,0.358,0.788,45.1,20.1,14.3,6.9,2.4,-8.6,106.1,114.9,0.533,106,0.286,0.438,0.348,0.778,44.7,19.2,14.6,6.9,4.9,-6.5,106.3,112.4,0.535,1,12/12/2018
Utah Jazz,Miami Heat,0021800413,111,0.464,0.466,0.332,0.715,42.6,24.2,15.8,8.9,5.2,-0.6,106.5,107.5,0.563,84,0.423,0.435,0.36,0.707,46.8,22.2,15.2,7.5,6.5,-0.3,106.0,106.2,0.535,1,12/12/2018
Indiana Pacers,Milwaukee Bucks,0021800407,113,0.63,0.477,0.374,0.742,43.9,25.0,15.4,9.3,5.5,4.8,107.5,102.6,0.562,97,0.692,0.478,0.356,0.769,48.4,25.4,14.7,6.9,5.5,9.4,113.9,104.5,0.588,1,12/12/2018
Dallas Mavericks,Atlanta Hawks,0021800412,114,0.56,0.459,0.354,0.752,45.0,22.7,16.1,7.7,4.6,2.0,108.5,106.8,0.566,107,0.231,0.442,0.316,0.741,41.1,23.3,17.2,8.7,5.6,-9.7,101.1,110.4,0.54,1,12/12/2018
Sacramento Kings,Minnesota Timberwolves,0021800414,141,0.538,0.478,0.388,0.698,42.5,24.0,14.0,8.2,4.3,-0.6,108.9,109.4,0.563,130,0.481,0.446,0.367,0.804,43.2,23.4,13.6,9.2,5.7,-0.1,108.0,108.4,0.547,1,12/12/2018
Charlotte Hornets,Detroit Pistons,0021800405,108,0.5,0.457,0.356,0.802,42.9,23.5,12.1,7.6,5.3,3.2,111.7,108.7,0.562,107,0.52,0.432,0.319,0.726,46.4,21.1,14.4,6.9,3.6,-1.2,106.6,107.5,0.527,1,12/12/2018
Washington Wizards,Boston Celtics,0021800409,125,0.407,0.458,0.325,0.754,39.2,23.4,13.3,8.2,5.7,-4.6,107.5,112.0,0.556,130,0.615,0.454,0.364,0.784,45.8,25.2,13.1,8.2,5.1,7.5,109.3,102.1,0.558,0,12/12/2018
Memphis Grizzlies,Portland Trail Blazers,0021800410,92,0.577,0.456,0.357,0.758,40.3,23.9,14.0,9.2,6.1,0.6,105.6,104.8,0.553,83,0.556,0.457,0.355,0.817,48.9,20.7,14.9,6.2,4.7,1.6,111.1,109.4,0.562,1,12/12/2018
New Orleans Pelicans,Oklahoma City Thunder,0021800411,118,0.483,0.481,0.351,0.77,45.5,26.1,14.6,7.0,5.4,1.8,112.8,111.3,0.574,114,0.68,0.453,0.319,0.712,47.4,22.2,14.4,10.1,5.5,6.6,108.2,101.6,0.538,1,12/12/2018
San Antonio Spurs,LA Clippers,0021800417,125,0.5,0.463,0.389,0.832,44.3,23.9,12.4,6.0,4.2,-2.0,110.2,112.1,0.557,87,0.63,0.469,0.37,0.807,44.6,21.6,14.0,5.8,5.1,2.0,111.2,109.1,0.572,1,12/13/2018
Phoenix Suns,Dallas Mavericks,0021800419,99,0.143,0.453,0.333,0.777,39.7,23.4,16.6,8.2,4.2,-11.8,101.3,112.8,0.545,89,0.577,0.459,0.354,0.751,44.6,22.7,16.0,7.9,4.6,2.2,108.6,106.7,0.567,1,12/13/2018
Orlando Magic,Chicago Bulls,0021800418,97,0.444,0.45,0.352,0.783,42.6,25.8,13.8,7.0,5.5,-3.4,105.2,108.4,0.542,91,0.214,0.44,0.341,0.779,40.8,21.5,15.7,7.7,4.6,-10.8,99.9,110.8,0.533,1,12/13/2018
Houston Rockets,Los Angeles Lakers,0021800416,126,0.462,0.448,0.336,0.75,42.0,21.7,15.1,8.2,6.0,-1.1,111.3,112.3,0.565,111,0.63,0.474,0.35,0.706,44.7,23.0,15.0,8.1,5.8,2.1,108.6,106.4,0.559,1,12/13/2018
Philadelphia 76ers,Indiana Pacers,0021800424,101,0.655,0.465,0.353,0.774,45.4,25.5,15.4,6.9,5.3,2.1,109.5,107.4,0.572,113,0.643,0.477,0.375,0.742,44.2,25.2,15.5,9.2,5.5,5.2,107.6,102.4,0.562,0,12/14/2018
Brooklyn Nets,Washington Wizards,0021800422,125,0.379,0.444,0.354,0.737,44.8,22.2,14.9,6.8,3.9,-1.7,108.4,109.9,0.547,118,0.393,0.46,0.327,0.752,39.1,23.3,13.3,8.2,5.6,-4.6,107.7,112.2,0.558,1,12/14/2018
Boston Celtics,Atlanta Hawks,0021800420,129,0.63,0.454,0.361,0.795,45.8,24.9,13.0,8.1,5.0,7.4,109.6,102.5,0.559,108,0.222,0.443,0.317,0.74,41.1,23.2,17.3,8.6,5.5,-9.6,101.3,110.4,0.54,1,12/14/2018
Cleveland Cavaliers,Milwaukee Bucks,0021800423,102,0.25,0.446,0.355,0.789,45.3,20.0,14.2,6.9,2.5,-8.0,106.4,114.5,0.534,114,0.667,0.476,0.352,0.766,48.2,25.2,14.7,6.9,5.5,8.5,113.2,104.7,0.585,0,12/14/2018
Portland Trail Blazers,Toronto Raptors,0021800427,128,0.536,0.454,0.353,0.817,48.8,20.5,14.9,6.4,4.9,1.2,110.3,109.0,0.558,122,0.767,0.485,0.346,0.806,44.9,25.0,14.2,8.2,5.4,8.4,113.3,105.3,0.583,1,12/14/2018
Sacramento Kings,Golden State Warriors,0021800428,125,0.556,0.482,0.394,0.698,42.3,24.4,13.9,8.0,4.3,-0.2,110.0,110.1,0.568,130,0.655,0.492,0.39,0.826,44.5,27.5,14.9,7.0,6.3,4.9,113.6,108.7,0.596,0,12/14/2018
Denver Nuggets,Oklahoma City Thunder,0021800426,109,0.667,0.462,0.343,0.743,47.5,27.0,14.2,8.7,5.0,6.3,110.7,104.6,0.551,98,0.654,0.454,0.318,0.708,47.0,22.2,14.5,10.1,5.5,6.2,108.1,101.9,0.54,1,12/14/2018
Charlotte Hornets,New York Knicks,0021800421,124,0.519,0.455,0.355,0.801,42.9,23.4,11.9,7.6,5.3,3.2,111.7,108.7,0.561,126,0.276,0.438,0.35,0.781,44.6,19.3,14.5,6.9,4.9,-6.5,106.3,112.4,0.535,0,12/14/2018
Memphis Grizzlies,Miami Heat,0021800425,97,0.593,0.454,0.356,0.755,40.8,23.8,14.0,9.2,6.3,0.9,105.3,104.2,0.551,100,0.407,0.433,0.36,0.703,46.2,22.0,15.2,7.6,6.3,-1.3,105.3,106.5,0.533,0,12/14/2018
San Antonio Spurs,Chicago Bulls,0021800433,93,0.517,0.467,0.391,0.83,44.5,24.0,12.3,6.1,4.3,-0.7,110.9,111.4,0.56,98,0.207,0.442,0.345,0.775,40.6,21.4,15.8,7.8,4.5,-10.7,99.8,110.4,0.534,0,12/15/2018
Phoenix Suns,Minnesota Timberwolves,0021800435,107,0.172,0.451,0.334,0.778,39.7,23.3,16.5,8.5,4.2,-11.0,101.3,112.0,0.543,99,0.464,0.449,0.368,0.803,43.1,23.6,13.5,9.0,5.6,-0.5,108.8,109.5,0.549,1,12/15/2018
Orlando Magic,Utah Jazz,0021800429,96,0.464,0.448,0.351,0.783,42.7,25.8,13.9,7.1,5.5,-3.1,105.0,108.0,0.541,89,0.483,0.468,0.338,0.715,42.9,24.4,15.8,8.8,5.2,0.4,106.8,106.8,0.566,1,12/15/2018
Detroit Pistons,Boston Celtics,0021800431,113,0.5,0.433,0.322,0.724,46.5,21.2,14.4,6.8,3.9,-1.2,106.7,107.6,0.528,104,0.643,0.455,0.365,0.799,45.7,25.0,13.3,8.3,5.1,7.9,110.0,102.4,0.561,1,12/15/2018
Charlotte Hornets,Los Angeles Lakers,0021800430,100,0.5,0.456,0.358,0.801,43.0,23.9,12.0,7.5,5.2,3.0,111.7,109.0,0.562,128,0.607,0.476,0.349,0.7,44.3,23.0,14.9,8.1,5.8,1.5,108.8,107.2,0.561,0,12/15/2018
Memphis Grizzlies,Houston Rockets,0021800432,97,0.571,0.453,0.353,0.755,40.7,23.8,13.8,9.2,6.3,0.7,105.4,104.4,0.55,105,0.481,0.45,0.34,0.754,42.2,21.8,15.1,8.2,5.9,-0.5,112.0,112.4,0.567,0,12/15/2018
Oklahoma City Thunder,LA Clippers,0021800434,110,0.63,0.452,0.319,0.703,46.9,21.9,14.5,10.1,5.4,5.6,107.9,102.2,0.537,104,0.607,0.465,0.368,0.804,44.5,21.6,14.2,5.7,5.0,0.7,110.5,109.8,0.568,1,12/15/2018
Brooklyn Nets,Atlanta Hawks,0021800436,144,0.4,0.447,0.354,0.741,44.9,22.6,14.8,6.7,3.8,-1.5,109.0,110.3,0.55,127,0.214,0.442,0.321,0.734,41.1,23.3,17.5,8.6,5.5,-9.9,101.2,110.7,0.54,1,12/16/2018
Cleveland Cavaliers,Philadelphia 76ers,0021800437,105,0.241,0.445,0.355,0.793,45.4,20.1,14.3,6.9,2.4,-8.1,106.1,114.5,0.534,128,0.633,0.463,0.349,0.773,45.5,25.3,15.4,6.8,5.3,1.7,109.4,107.7,0.57,0,12/16/2018
Indiana Pacers,New York Knicks,0021800438,110,0.655,0.476,0.375,0.747,44.3,25.5,15.2,9.1,5.3,5.4,107.8,102.4,0.561,99,0.3,0.44,0.35,0.775,44.5,19.5,14.3,7.0,5.0,-6.2,106.6,112.4,0.536,1,12/16/2018
Dallas Mavericks,Sacramento Kings,0021800440,113,0.556,0.457,0.347,0.748,44.9,22.4,16.3,7.9,4.6,1.8,107.9,106.4,0.564,120,0.536,0.481,0.391,0.702,42.1,24.5,13.8,7.9,4.2,-0.4,110.0,110.2,0.569,0,12/16/2018
Denver Nuggets,Toronto Raptors,0021800442,95,0.679,0.463,0.342,0.748,47.6,27.1,14.4,8.6,5.0,6.5,110.8,104.5,0.553,86,0.742,0.487,0.353,0.807,44.6,24.8,14.3,8.1,5.4,7.9,113.6,106.1,0.587,1,12/16/2018
Washington Wizards,Los Angeles Lakers,0021800439,128,0.379,0.463,0.328,0.748,38.7,23.6,13.2,8.0,5.5,-4.7,108.1,112.7,0.559,110,0.621,0.478,0.351,0.699,44.5,23.3,14.9,8.2,5.8,2.4,109.3,106.7,0.563,1,12/16/2018
